Age,Height,Performance,Decision
19,192,22,0
24,183,76,1
24,191,65,0
29,167,41,0
29,168,45,1
19,167,56,0
18,170,41,1
19,179,26,1
21,184,10,0
23,184,71,1
19,183,7,0
28,157,77,0
27,193,19,0
27,186,15,0
24,171,8,0
18,173,73,0
29,181,32,0
29,182,96,1
26,162,30,0
26,185,16,0
20,170,44,0
27,191,74,1
21,190,2,0
20,177,94,1
22,167,80,1
22,163,79,1
30,159,27,0
23,174,8,0
28,169,87,1
21,151,37,0
21,155,72,1
21,198,91,1
25,170,76,0
18,154,27,0
28,195,20,0
28,166,50,1
18,189,80,1
23,165,38,0
18,171,93,1
23,195,77,1
26,179,11,0
24,190,91,1
20,150,30,0
23,188,5,0
20,194,88,1
21,177,79,1
25,177,3,0
22,158,6,0
20,161,92,1
18,168,82,1
25,152,27,1
29,171,20,0
21,189,53,1
19,197,98,1
18,180,55,1
20,190,93,1
29,158,7,0
23,161,52,1
21,178,10,0
19,179,28,0
29,161,97,1
27,160,47,1
26,170,71,1
29,184,81,1
23,159,4,0
23,167,86,0
27,193,29,0
19,188,50,0
19,170,71,1
23,159,34,0
27,167,70,0
20,187,95,1
28,172,31,0
25,152,51,0
19,154,27,0
19,200,52,1
27,200,80,0
23,160,23,0
23,155,14,0
25,177,29,0
26,163,52,1
23,192,61,0
27,167,20,0
26,150,59,0
21,154,20,1
30,191,63,1
27,191,27,0
21,165,24,0
23,199,55,1
21,182,15,0
22,170,33,0
19,195,8,0
21,163,32,0
18,191,2,0
30,190,74,0
22,190,52,1
30,162,38,0
24,195,46,1
27,156,38,0
30,187,87,1
24,172,95,1
29,174,18,0
27,154,19,0
21,183,6,0
19,197,100,1
26,162,39,0
21,174,23,1
21,154,2,0
19,188,22,1
28,186,68,1
20,170,72,0
21,176,28,0
18,182,15,0
21,166,99,1
25,164,22,0
28,187,24,0
22,165,34,0
23,159,12,0
22,197,15,0
30,179,77,1
25,155,48,1
21,193,20,1
22,166,80,0
29,166,83,1
19,182,58,0
22,190,89,1
20,155,98,1
29,162,59,0
26,179,60,1
29,199,77,1
20,167,58,1
23,172,26,1
21,152,4,0
25,194,61,1
28,150,25,0
24,165,1,0
20,185,92,1
27,159,84,1
19,165,73,1
28,198,30,0
19,197,50,1
21,153,10,0
27,161,35,0
20,199,87,1
23,151,35,1
25,167,79,0
27,185,5,0
25,163,42,0
20,164,89,0
25,156,88,0
27,178,50,1
23,156,94,1
18,197,54,0
29,168,26,0
22,194,60,0
21,190,68,0
22,179,21,1
28,195,90,0
22,172,30,0
26,168,4,0
23,185,70,0
21,200,60,0
23,153,34,1
26,198,87,1
22,152,98,1
30,173,88,1
24,193,39,0
25,165,3,0
26,190,59,1
18,191,75,1
30,188,92,1
19,159,22,1
19,191,37,0
23,172,79,1
22,151,98,1
30,174,47,0
24,154,90,0
18,182,75,1
27,153,70,0
21,193,54,0
29,181,67,1
19,195,33,1
20,176,1,0
19,174,49,0
22,166,96,1
26,161,85,1
29,195,96,1
19,195,61,1
23,178,97,1
30,153,97,1
20,161,80,0
30,170,46,1
24,173,57,0
18,199,26,0
19,156,22,1
18,181,54,1
25,151,61,1
26,155,10,0
25,183,40,0
20,159,45,1
29,195,42,1
29,173,14,0
24,169,68,1
25,166,5,0
28,164,34,0
20,184,24,0
21,197,37,1
19,169,36,0
26,175,7,0
25,185,3,0
29,200,51,1
28,163,42,1
23,167,100,1
30,190,99,1
26,154,79,0
25,167,30,0
30,193,16,0
18,176,14,0
20,171,70,1
22,200,80,1
20,156,38,1
25,194,62,1
28,197,79,0
30,169,38,0
30,154,56,1
26,199,91,1
27,167,38,0
19,170,7,0
26,180,8,0
20,196,26,1
20,183,83,1
25,195,87,0
28,172,78,1
29,160,49,0
24,160,94,1
28,171,3,0
21,186,17,0
22,183,44,0
23,155,61,1
18,171,17,0
24,162,29,1
24,189,94,1
30,196,53,0
19,156,18,0
21,151,48,0
29,173,50,0
26,150,95,1
24,159,8,0
25,165,73,0
29,152,76,0
20,180,47,1
22,166,83,1
30,199,61,1
29,150,95,1
20,176,91,1
23,154,26,1
25,172,61,1
30,175,2,0
26,167,46,0
24,161,12,0
28,183,66,1
19,199,10,0
20,151,38,0
22,199,18,0
20,164,6,0
30,192,4,0
27,156,8,0
30,196,90,0
30,151,47,1
19,166,75,1
30,179,68,1
18,193,77,1
19,196,7,0
27,187,69,0
19,188,94,1
24,170,28,0
24,182,55,0
26,189,96,1
30,179,39,0
27,164,2,0
29,156,37,0
25,191,61,1
20,178,37,0
27,158,64,1
29,171,64,0
30,167,27,0
22,194,63,1
24,177,53,1
23,153,63,1
21,185,38,0
25,199,9,0
29,174,24,0
21,180,94,1
22,190,92,1
26,193,65,1
19,198,87,1
19,154,80,0
21,150,63,1
21,162,49,0
18,189,75,1
18,186,99,1
20,152,26,1
27,179,51,1
23,164,85,0
28,183,41,1
27,164,4,0
29,156,70,0
28,151,65,0
22,170,75,1
20,199,18,0
30,192,29,0
18,199,61,1
23,154,81,0
27,200,52,1
24,185,5,0
22,175,26,1
20,151,44,1
20,158,67,1
22,186,27,1
19,194,91,1
29,198,3,0
23,195,98,1
19,161,61,1
21,164,17,0
21,156,99,1
29,150,78,0
20,191,3,0
26,183,56,0
24,180,84,1
20,163,76,1
25,159,96,1
23,175,39,1
28,163,60,1
21,193,38,1
21,195,51,1
19,175,25,1
21,187,15,0
24,168,1,0
28,153,30,0
25,174,9,0
24,193,96,1
19,172,85,0
26,179,44,0
27,181,40,1
18,197,57,0
22,166,97,1
20,163,79,1
29,181,54,0
21,156,46,0
29,176,15,0
29,159,75,0
29,170,97,1
30,159,9,0
30,176,70,0
18,153,99,1
27,194,95,1
22,170,65,1
28,178,48,0
24,177,41,0
29,183,7,0
18,157,86,0
29,164,75,0
22,157,99,1
20,171,100,1
29,198,8,0
28,199,68,1
27,172,60,0
25,192,49,0
29,154,16,0
29,183,21,0
29,179,50,1
29,171,39,0
28,190,2,0
29,152,15,0
20,187,99,1
30,159,38,0
23,193,2,0
23,172,13,0
20,188,40,1
28,181,97,1
28,182,29,0
30,151,72,0
30,154,58,1
25,197,32,1
30,188,2,0
18,169,21,0
30,190,77,1
22,200,14,0
24,189,12,0
23,178,32,0
27,199,28,0
27,177,37,0
28,186,42,0
29,187,30,0
25,183,31,1
26,194,13,0
21,164,82,1
18,191,31,1
24,188,84,1
26,152,100,1
30,171,56,0
21,197,2,0
21,156,92,1
21,184,64,0
29,166,61,1
19,161,16,0
24,162,93,1
21,174,93,1
26,183,66,1
30,189,6,0
23,160,22,1
23,194,25,1
19,158,75,0
28,151,58,1
20,154,70,1
22,164,67,1
25,174,86,0
19,196,40,0
19,154,86,1
28,154,23,0
25,165,23,0
18,154,33,0
25,168,18,0
25,169,71,1
26,179,8,0
27,152,23,0
22,180,20,1
29,199,51,1
23,150,24,0
21,195,71,1
20,155,40,0
22,162,100,1
19,160,29,0
20,183,87,1
30,151,62,0
19,168,15,0
19,198,62,1
20,193,21,0
20,196,29,0
22,198,26,0
25,152,29,0
27,186,66,0
20,172,67,1
25,197,16,0
23,174,94,1
27,198,87,0
30,178,24,0
18,186,84,1
29,195,80,1
26,184,41,0
30,182,88,0
22,180,2,0
25,198,83,0
19,198,35,0
22,195,1,0
19,169,19,0
21,162,79,0
28,174,100,1
25,185,35,1
20,177,14,0
19,162,63,1
25,198,75,1
19,153,90,1
26,155,25,0
26,165,64,0
28,185,7,0
19,169,87,1
19,188,86,1
28,198,58,1
21,188,38,0
22,192,20,0
22,198,22,1
25,158,48,1
23,172,89,0
20,193,98,1
20,177,52,1
25,185,98,1
28,153,8,0
23,187,80,1
20,172,91,1
20,176,21,1
18,156,73,0
25,171,14,0
20,185,62,1
22,179,7,0
23,180,59,1
30,182,28,0
19,169,4,0
23,188,49,0
28,185,31,0
29,168,2,0
19,200,87,1
25,164,20,0
19,161,20,0
18,186,8,0
22,196,5,0
30,178,34,0
18,162,80,1
19,150,10,0
23,157,69,1
25,162,32,0
28,199,95,1
20,153,94,1
18,191,78,1
19,185,73,1
24,176,40,1
25,184,6,0
20,157,69,0
21,161,99,1
26,155,55,0
28,173,8,0
20,153,1,0
25,153,88,0
26,177,51,0
23,196,15,0
22,196,78,1
30,150,61,0
30,172,78,0
27,190,38,0
23,172,72,0
30,182,21,0
30,150,4,0
21,170,61,0
25,193,24,0
26,166,90,0
19,165,76,0
20,160,57,1
25,199,17,0
26,195,20,0
27,196,96,1
30,165,20,0
22,178,75,1
18,199,75,1
19,189,32,0
26,182,99,1
30,192,18,0
28,180,89,1
29,182,84,1
25,169,60,1
27,172,97,1
20,179,57,0
24,172,40,0
26,161,43,1
29,187,70,0
21,170,72,0
27,153,19,0
27,160,69,0
30,166,40,1
22,158,18,0
20,177,27,1
18,195,85,1
21,160,28,1
23,156,17,0
24,196,13,0
30,196,22,0
29,158,59,1
30,172,77,1
21,158,14,0
28,193,15,0
25,177,75,1
23,180,81,1
18,162,48,1
24,157,39,1
23,152,49,1
28,154,77,1
28,171,77,1
20,166,70,1
19,166,48,0
28,168,89,1
25,183,59,1
29,174,34,0
26,195,79,1
25,200,70,0
23,158,68,1
20,179,30,0
20,169,41,1
18,165,59,1
27,164,84,1
18,193,54,0
26,154,6,0
21,164,66,1
21,151,9,0
21,192,68,0
21,178,39,1
25,155,84,1
25,188,97,1
28,172,89,1
25,174,66,1
27,161,75,0
22,171,1,0
22,184,16,0
23,167,76,1
18,185,50,1
23,154,64,0
29,167,18,0
21,159,21,0
27,167,27,0
26,195,42,0
27,183,20,0
20,171,50,0
22,187,76,1
21,188,46,0
30,194,56,1
18,152,43,0
27,160,80,0
21,196,91,1
24,159,58,0
27,153,68,0
29,151,72,1
20,168,61,0
21,175,22,0
22,169,28,0
28,184,26,0
25,190,65,0
20,173,33,0
24,180,28,0
18,183,63,0
23,154,37,0
30,177,20,0
22,171,44,0
30,155,52,1
30,171,76,1
26,160,54,0
27,150,1,0
22,177,99,1
22,189,84,1
25,192,14,0
29,187,98,1
26,157,65,0
21,159,99,1
18,165,40,1
24,193,89,0
21,156,89,0
26,186,62,1
21,163,86,0
24,151,4,0
19,182,73,1
18,183,40,1
24,158,64,0
26,192,53,0
19,186,48,1
24,184,87,0
22,165,81,1
23,168,77,0
24,174,11,0
22,193,88,1
25,184,16,0
24,172,25,0
27,187,29,0
26,163,49,1
28,188,23,0
23,154,29,1
27,195,65,1
28,164,61,1
21,156,25,1
27,186,95,1
26,188,70,1
23,180,21,1
18,198,47,0
29,157,56,0
26,157,71,0
26,189,60,1
25,185,94,1
20,196,86,1
26,163,78,0
27,169,3,0
25,187,96,1
19,179,91,1
22,159,77,1
22,180,63,0
21,163,29,1
27,161,94,1
22,150,73,1
28,200,10,0
25,170,3,0
26,168,100,1
28,197,84,0
25,184,59,1
19,170,94,1
30,172,100,1
20,187,81,1
18,189,29,1
24,195,96,1
23,171,60,0
26,152,39,0
24,177,92,1
21,198,2,0
30,171,36,0
18,160,84,0
29,170,11,0
26,153,23,0
27,164,77,0
26,164,48,1
25,196,45,0
18,179,32,0
19,154,40,0
29,185,29,0
26,199,88,1
18,189,40,0
19,191,79,1
25,174,90,1
21,158,55,1
27,169,7,0
18,156,10,0
30,197,67,1
27,186,14,0
22,153,56,0
26,190,13,0
29,179,33,0
20,187,52,1
22,172,58,0
18,152,59,0
25,161,16,0
20,152,36,0
25,199,84,1
28,176,38,0
29,185,18,0
30,185,70,0
18,153,37,0
22,156,65,1
30,158,86,0
26,180,71,1
24,180,79,1
20,152,60,0
30,175,34,0
26,160,68,1
26,172,26,0
29,192,46,1
20,155,66,0
25,157,66,1
28,150,81,0
22,172,17,0
30,190,98,1
25,168,78,1
30,184,14,0
18,159,59,1
19,175,60,1
30,200,82,1
28,163,91,1
22,190,63,0
22,191,59,1
20,164,63,0
21,154,51,0
18,191,99,1
28,157,80,0
29,151,1,0
19,163,38,0
25,192,49,1
30,185,100,1
24,165,41,0
21,194,29,0
24,177,41,0
28,154,37,0
19,151,49,1
28,155,59,0
21,172,81,1
21,192,35,1
23,160,35,0
28,200,88,1
26,181,87,0
19,163,65,1
20,185,36,1
19,182,68,1
21,163,4,0
23,188,22,1
20,181,86,1
30,174,74,1
26,195,37,0
30,164,28,0
29,178,47,0
24,189,85,1
27,186,1,0
25,156,93,1
27,198,25,0
23,194,80,1
22,184,35,1
22,190,92,1
18,164,78,1
30,158,14,0
25,158,26,0
28,195,54,1
19,190,82,1
29,198,62,0
27,199,72,1
21,150,85,0
19,175,45,1
26,172,76,1
29,154,81,0
23,156,57,1
24,177,14,0
27,152,7,0
29,177,52,1
29,187,97,1
25,197,17,0
18,185,85,1
18,183,63,0
20,190,66,1
23,178,23,0
23,186,97,1
27,192,21,0
23,150,57,0
23,162,83,1
18,152,70,1
24,167,87,0
24,181,4,0
20,197,44,1
26,160,57,0
24,164,97,1
19,150,55,0
20,159,73,1
21,187,78,1
19,154,22,0
29,181,23,0
30,164,38,0
19,150,49,0
26,188,64,0
29,162,80,0
21,166,65,0
23,168,89,0
19,167,79,0
18,164,82,0
21,188,81,1
26,156,47,0
18,170,45,0
22,186,98,1
30,169,43,1
27,155,57,1
29,176,36,0
29,164,52,1
21,153,5,0
19,153,41,0
27,179,61,1
23,199,32,1
21,152,36,1
25,163,75,0
26,178,79,0
25,186,36,1
23,177,22,0
22,171,54,0
24,157,99,1
21,184,61,1
20,152,45,0
24,150,49,1
28,196,52,0
24,164,46,0
27,175,12,0
20,169,100,1
21,181,47,0
20,175,55,0
28,195,98,1
26,157,90,1
30,194,68,1
22,159,76,0
19,172,53,1
27,197,43,1
28,189,81,1
22,150,72,0
19,188,54,1
23,195,36,0
30,154,45,1
25,184,3,0
23,160,86,1
23,155,88,1
18,159,87,1
19,181,56,0
25,193,90,1
21,159,11,0
24,200,50,0
20,173,77,0
24,166,46,0
27,193,11,0
24,164,72,0
28,185,4,0
24,179,55,0
19,162,4,0
24,190,34,0
25,183,93,1
18,174,65,0
24,159,100,1
18,173,82,0
29,158,9,0
21,169,92,1
30,181,86,1
24,173,81,1
22,162,15,0
25,181,30,0
26,194,88,1
26,155,14,0
18,179,17,0
26,171,74,0
26,151,84,0
26,175,87,0
22,150,25,1
30,170,22,0
29,178,51,1
18,199,5,0
27,173,5,0
23,199,47,1
19,196,99,1
22,155,28,1
19,181,49,0
19,166,18,0
28,155,11,0
21,183,60,0
19,150,94,1
18,164,6,0
21,166,90,0
28,194,100,1
19,197,10,0
28,192,24,0
27,152,64,0
23,187,52,0
25,190,61,0
21,197,11,0
25,189,94,1
24,180,98,1
28,167,52,1
30,197,53,1
29,168,51,0
29,182,89,1
28,177,85,0
30,175,55,1
26,176,70,1
25,184,52,1
25,159,12,0
30,162,22,0
23,179,21,0
23,150,70,0
19,176,67,1
30,178,53,0
29,171,77,0
19,170,70,1
25,195,94,1
29,153,61,1
20,192,3,0
28,153,27,0
26,153,56,1
23,155,57,1
30,169,81,0
25,153,59,1
24,174,74,0
29,152,73,1
28,166,87,1
27,191,58,1
18,187,38,0
18,192,75,1
21,196,52,0
24,155,36,1
29,178,95,1
19,164,8,0
20,175,93,1
24,157,21,0
20,160,12,0
20,171,52,1
23,166,93,1
23,187,35,1
22,161,10,0
29,188,48,0
26,182,71,0
23,168,43,1
25,182,86,0
24,199,98,1
22,194,54,0
30,177,72,1
26,195,81,1
28,165,20,0
24,199,44,1
27,185,25,0
19,192,1,0
23,187,47,1
28,172,69,0
19,159,95,1
25,198,93,1
18,192,49,1
21,181,89,1
20,190,11,0
19,160,55,0
19,179,91,1
18,157,41,1
29,170,53,1
20,150,13,0
19,198,85,1
22,166,67,0
29,198,64,0
24,153,46,0
24,160,84,1
20,163,24,1
22,168,4,0
22,159,88,0
30,200,98,1
27,180,32,0
23,177,46,1
27,165,3,0
20,178,5,0
24,153,81,0
28,153,85,0
19,176,40,0
25,185,32,1
25,169,21,0
18,157,68,0
21,156,13,0
27,184,21,0
24,150,68,1
21,161,22,0
21,187,28,1
21,155,98,1
25,176,74,1
25,169,24,0
25,190,70,0
24,185,100,1
23,179,65,0
29,198,57,0
25,186,58,1
26,195,73,1
30,164,36,0
30,176,29,0
19,176,6,0
18,194,29,0
18,187,20,1
29,176,59,1
29,197,15,0
30,183,54,1
27,187,79,0
25,191,56,1
27,159,8,0
23,194,59,1
25,152,20,1
21,152,59,0
27,192,87,1
26,177,42,0
23,192,56,0
21,176,88,1
25,153,99,1
25,152,4,0
24,197,56,0
27,200,62,1
19,160,15,0
27,184,27,0
19,169,25,0
21,166,70,0
30,184,51,0
20,186,81,1
30,174,16,0
23,178,80,1
24,178,54,0
30,156,2,0
29,165,76,0
19,191,18,0
29,189,28,0
22,184,72,1
21,173,90,0
30,169,19,0
22,165,34,0
30,189,92,1
19,163,78,1
30,157,4,0
20,185,93,1
22,159,84,0
22,170,38,1
23,190,43,0
26,199,33,0
24,154,72,1
20,200,24,0
23,174,83,1
28,160,67,0
22,153,65,1
23,185,17,0
29,183,61,1
18,169,77,1
29,191,89,1
21,185,92,1
27,197,77,0
27,192,62,1
26,180,6,0
19,189,66,0
20,200,22,1
24,186,80,1
19,178,27,1
21,173,95,1
22,187,39,1
24,162,21,0
21,182,61,0
30,165,66,1
19,169,40,1
29,166,6,0
24,198,75,1
21,186,98,1
24,193,91,1
30,161,43,1
26,186,44,1
22,167,76,1
18,176,28,0
30,155,33,0
23,152,98,1
22,171,29,0
18,153,75,0
18,171,100,1
26,176,26,0
19,162,14,0
22,176,97,1
26,180,51,0
28,194,9,0
28,184,51,1
26,184,52,1
25,174,16,0
21,175,50,0
22,195,90,1
26,197,75,0
24,164,41,0
21,184,75,1
27,156,44,1
30,151,72,1
23,171,77,1
24,170,34,1
30,152,47,0
27,173,48,1
18,172,71,1
27,193,88,1
22,196,6,0
27,184,31,0
26,158,12,0
24,153,89,0
21,160,8,0
24,175,56,1
19,174,13,0
20,160,58,1
19,190,89,1
26,198,22,0
30,177,26,0
23,185,74,1
26,155,9,0
23,170,14,0
25,178,30,0
22,200,1,0
27,198,37,0
21,182,76,1
24,174,12,0
26,187,51,0
24,161,89,0
19,155,23,0
22,162,86,0
21,178,18,0
28,172,33,0
23,184,50,1
26,167,50,1
28,185,18,0
25,185,29,1
21,196,87,1
25,155,28,1
19,199,60,0
21,150,94,1
22,195,93,1
24,168,88,1
28,184,62,0
19,184,58,0
29,198,30,0
22,165,16,0
22,173,11,0
25,192,50,1
22,157,7,0
29,167,51,1
24,159,27,0
28,152,79,0
21,177,86,1
25,164,71,0
22,172,51,1
27,162,39,0
26,166,24,0
23,172,6,0
20,197,7,0
23,166,85,0
26,189,80,1
22,183,71,1
25,190,27,0
18,174,94,1
18,194,55,0
25,173,90,1
24,196,1,0
21,174,75,1
28,159,36,0
20,181,53,1
19,184,8,0
20,176,67,0
28,197,44,0
27,198,29,0
27,186,95,1
28,177,91,1
19,192,28,0
27,183,1,0
27,152,70,1
22,184,38,1
19,172,2,0
26,184,29,0
27,157,91,1
22,199,69,1
24,164,100,1
22,196,4,0
20,165,24,1
22,152,58,0
19,160,76,0
22,162,65,1
26,188,80,0
26,170,48,0
20,151,41,1
26,186,57,1
21,167,82,1
24,176,61,1
20,200,3,0
18,172,14,0
25,170,61,0
22,167,21,0
29,157,56,1
29,182,57,0
26,196,79,1
23,185,42,1
28,199,31,0
30,199,91,1
25,180,88,1
19,151,35,1
30,173,62,1
18,174,90,0
22,196,45,1
22,158,5,0
20,193,78,1
29,181,20,0
25,190,6,0
27,179,34,0
27,199,21,0
26,197,89,0
21,152,22,1
27,195,4,0
28,190,27,0
27,161,74,0
21,198,33,1
24,160,30,1
18,196,22,1
27,164,50,1
24,155,11,0
21,174,56,1
18,182,79,1
21,158,12,0
26,200,74,1
22,199,7,0
18,168,91,1
26,155,13,0
28,168,88,1
21,159,5,0
23,158,65,1
23,190,13,0
26,185,98,1
29,155,44,1
19,165,71,1
28,197,42,1
29,151,42,0
29,200,50,0
18,196,48,1
20,178,10,0
19,152,54,0
28,165,30,0
19,170,57,1
30,195,23,0
20,175,76,1
26,194,34,0
28,185,32,0
23,194,3,0
23,152,13,0
20,159,80,0
28,159,15,0
24,168,4,0
21,176,12,0
24,152,27,0
26,182,51,0
26,186,12,0
19,168,28,1
29,172,1,0
23,170,65,0
22,193,13,0
24,195,67,1
26,182,8,0
20,164,43,1
20,188,47,1
27,181,34,0
18,154,42,1
28,159,74,1
30,181,15,0
24,175,37,0
25,174,78,1
18,187,29,0
30,193,15,0
30,166,11,0
22,162,72,1
20,187,79,1
18,190,94,1
20,158,97,1
29,161,7,0
23,183,59,0
25,181,64,1
30,150,51,1
29,178,58,0
22,183,72,1
30,182,66,0
21,199,48,0
24,184,65,1
28,156,9,0
29,177,24,0
25,193,21,0
21,171,46,0
28,164,14,0
27,160,67,0
26,173,96,1
23,181,39,0
25,197,26,0
28,162,75,1
28,161,90,1
18,155,36,1
22,179,9,0
18,168,43,1
24,163,14,0
18,184,38,0
18,198,42,0
23,171,98,1
24,173,11,0
23,182,31,1
26,180,19,0
28,193,98,1
27,151,70,1
27,191,67,0
19,165,96,1
29,158,44,0
24,151,33,0
18,188,12,0
26,167,41,1
28,169,92,1
24,157,72,1
24,175,12,0
19,192,90,1
18,164,91,1
27,188,63,0
28,164,38,0
21,176,69,0
19,157,50,0
28,182,62,0
28,178,11,0
20,198,32,0
21,197,12,0
22,154,54,1
23,179,40,0
28,178,77,1
24,188,55,0
23,160,20,1
30,155,16,0
22,153,19,0
29,163,20,0
21,166,71,1
26,165,69,1
24,176,49,0
30,191,20,0
21,189,82,1
26,163,75,1
29,180,99,1
30,190,96,1
29,150,32,0
30,197,13,0
19,163,42,0
21,191,21,0
28,193,85,1
26,155,84,1
24,197,1,0
23,177,54,0
27,151,74,0
24,175,100,1
22,169,41,0
20,178,38,1
21,185,60,0
20,156,67,0
23,160,33,0
25,159,78,1
18,186,30,1
25,188,90,0
20,198,27,0
26,166,100,1
18,182,5,0
29,180,22,0
30,177,89,1
29,150,72,1
24,192,40,0
24,173,42,1
23,184,95,1
18,182,39,1
21,198,14,0
26,187,7,0
29,185,83,1
18,199,58,1
23,168,58,0
25,151,49,1
22,173,29,0
30,161,50,0
20,171,30,0
26,163,26,0
20,184,96,1
30,176,44,0
26,154,38,0
20,167,21,1
23,175,46,1
27,155,59,1
23,181,38,1
20,189,47,1
26,174,92,1
20,187,52,0
25,179,37,0
19,169,50,1
25,185,71,0
27,181,85,1
22,191,83,1
24,174,32,0
28,171,44,1
27,174,21,0
21,194,100,1
20,171,96,1
28,170,48,1
27,159,46,0
23,181,61,0
18,159,61,1
19,191,15,0
26,158,15,0
20,166,95,1
20,158,89,1
28,168,91,1
27,187,19,0
21,193,33,1
24,178,65,1
30,197,41,0
26,200,1,0
20,187,61,1
25,152,49,1
21,199,45,1
18,168,37,0
29,189,33,0
25,156,43,0
20,172,19,0
21,164,74,0
24,186,63,1
27,181,26,0
18,183,51,1
26,182,47,0
28,173,66,1
24,163,41,1
20,200,44,0
19,153,4,0
24,200,98,1
27,162,6,0
28,151,96,1
28,157,38,0
28,165,59,1
23,183,38,0
22,197,87,1
24,199,85,1
26,158,67,0
28,159,1,0
23,176,76,1
22,153,90,1
30,195,96,1
30,180,98,1
28,150,82,1
18,151,56,0
22,179,96,1
30,184,23,0
24,198,67,1
26,171,10,0
28,161,42,0
24,174,29,0
20,170,14,0
21,186,80,1
29,158,36,0
24,185,8,0
18,172,82,0
24,154,69,1
18,159,81,1
29,199,7,0
18,199,98,1
28,192,26,0
24,184,12,0
19,153,77,1
20,153,62,0
29,153,19,0
22,200,98,1
30,196,6,0
23,182,62,0
18,157,34,1
18,156,30,1
29,185,75,1
19,190,95,1
22,200,83,1
29,161,24,0
20,196,47,0
23,151,73,0
25,171,59,0
20,162,79,1
29,173,22,0
27,152,93,1
23,163,77,0
19,182,77,1
29,180,64,0
21,157,70,0
20,156,24,0
18,171,32,1
30,196,39,0
23,176,18,0
26,191,60,1
24,155,39,0
30,177,26,0
25,150,90,0
19,163,10,0
28,158,60,1
28,199,90,0
28,162,31,0
19,177,36,0
26,177,41,0
23,180,25,1
25,179,84,0
19,177,5,0
20,152,61,0
20,172,18,0
25,181,67,1
29,176,44,1
27,177,21,0
28,159,59,0
23,160,99,1
29,162,18,0
23,200,75,1
26,176,39,0
26,185,48,0
19,171,2,0
26,183,42,1
20,175,23,1
30,153,90,1
20,173,5,0
22,197,25,1
25,150,4,0
27,196,45,0
29,166,2,0
26,198,64,0
20,189,96,1
30,199,21,0
30,195,35,0
28,166,65,1
20,184,76,1
26,157,63,1
20,160,77,1
24,197,47,0
19,200,61,0
24,174,67,1
23,167,53,0
21,165,22,0
22,154,33,0
24,170,71,1
24,193,36,0
18,167,52,1
23,180,46,1
27,151,84,0
29,166,67,0
20,151,44,1
30,186,68,1
23,184,84,1
27,188,46,1
25,163,93,1
28,186,8,0
26,191,94,1
21,166,11,0
25,198,37,0
28,161,96,1
30,180,31,0
25,197,52,0
18,194,86,1
24,199,34,1
19,186,32,1
19,194,19,0
19,199,66,1
26,151,16,0
30,155,75,1
20,163,83,0
21,184,3,0
26,157,30,0
24,200,40,0
20,192,100,1
23,151,5,0
30,159,71,1
27,185,2,0
21,181,50,1
30,174,23,0
27,155,82,0
21,162,40,1
28,161,71,1
22,186,24,0
25,150,16,0
29,153,96,1
28,182,83,1
20,182,42,1
27,181,13,0
19,196,72,1
29,191,98,1
26,177,65,1
18,174,75,0
26,164,80,1
30,198,35,0
30,186,58,0
23,197,82,1
21,167,71,0
30,158,60,0
30,151,56,1
21,186,56,1
23,196,23,1
20,156,63,0
19,152,65,1
30,189,88,1
18,185,82,1
20,151,98,1
29,190,86,0
18,199,2,0
25,151,31,0
30,174,67,0
19,187,31,1
28,166,50,1
21,182,40,0
21,199,45,1
29,181,70,0
24,156,44,1
24,193,42,0
29,161,17,0
30,190,5,0
24,170,41,1
25,192,78,0
29,185,40,0
18,194,15,0
22,182,22,0
28,191,46,1
26,194,4,0
18,160,67,0
20,199,100,1
29,181,37,0
20,181,52,1
29,175,45,1
29,193,44,1
25,163,39,0
21,161,3,0
28,169,77,1
27,177,89,1
24,178,77,0
26,190,96,1
20,180,61,0
23,157,11,0
29,170,72,0
24,199,9,0
24,167,64,1
25,162,19,0
25,162,56,0
22,179,57,0
27,200,44,1
27,165,38,0
24,186,47,0
20,170,89,1
29,176,59,1
18,163,60,0
29,167,5,0
23,173,52,0
29,160,94,1
25,176,84,0
19,160,66,0
23,199,90,1
23,172,50,1
27,166,45,0
24,158,56,1
24,189,78,0
22,162,14,0
27,152,35,0
29,189,76,1
18,186,78,1
18,176,36,0
26,171,80,1
25,186,32,1
24,193,100,1
27,165,32,0
20,151,92,1
30,161,71,1
28,151,54,1
28,175,11,0
26,192,23,0
28,156,25,0
21,182,89,1
19,174,61,0
25,199,38,0
25,185,93,1
29,189,83,1
28,153,79,0
29,176,22,0
29,189,69,1
26,179,73,1
21,153,73,1
23,199,1,0
29,163,79,0
25,196,18,0
28,156,85,1
30,164,41,1
22,199,30,1
21,155,15,0
29,160,88,0
23,187,44,0
23,164,46,0
30,192,90,0
27,190,86,0
21,161,43,1
23,153,27,1
30,156,83,1
28,165,97,1
29,170,83,0
29,160,36,0
24,158,3,0
22,184,92,1
29,186,1,0
21,183,1,0
29,156,99,1
21,166,32,0
20,194,21,1
30,185,19,0
25,178,79,0
27,188,80,0
20,167,37,0
25,178,26,1
27,153,36,0
30,200,22,0
25,199,37,0
30,190,95,1
29,186,73,0
18,158,38,1
22,150,20,0
19,190,29,1
24,161,49,1
19,150,61,0
19,152,43,1
24,179,47,1
27,169,25,0
18,153,34,0
29,191,47,0
19,158,56,0
19,169,62,0
27,188,21,0
24,167,89,0
24,159,2,0
